Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
324;23269.602;15921.67;370490978.02;3;-0.937274;-1.608216;18.362965;16.241064
325;9753519.684;15921.67;155292343532.97;32;-0.937274;-1.608216;18.362965;16.241064
326;1563772.816;170139.34;266059273641.20;1;-84.04522;20.171778;12.0967;8.172719
327;7760695.873;16113.63;125053009466.13;32;1.61E-4;-0.040596;6.804085;9.796828
328;103961311236430;0.00;5432995.05;1;0.0;0.0;0.0;0.0
329;590424.099;1.13;669507.75;3;5.418295;-71.44192;-98.84487;162.62401
330;1026215.792;1.16;1185780.74;1;5.418642;-71.441734;-98.84451;162.60435
331;242458.131;10360.67;2512027514.29;1;0.0;-0.633521;-0.247046;-0.193834
332;943772.031;9899.74;9343095864.50;20;0.0;-1.429089;-1.087134;-1.040335
333;1193943.469;10269.65;12261385119.29;7;0.0;-0.61168;-0.149706;-0.077777
334;122497.961;10164.76;1245161859.20;1;0.0;-0.639023;-0.272673;-0.218555
335;96634164.575;74.05;7155845112.85;1;0.027874;0.064163;5.526907;8.684564
336;260363249.508;203.65;53023111935.54;2;0.027864;0.482685;5.78433;8.798593
337;460377144.378;74.19;34157663559.74;5;0.027863;0.239063;5.615833;8.626538
338;42647980.411;7751.13;330569929066.67;5;0.028015;0.251124;6.374753;9.391496
339;84968411.114;2998.37;254767016348.66;2;0.027961;0.770271;6.357919;9.306461
340;137742834.021;445.45;61357857537.10;3;0.027864;0.86744;6.039731;8.929257
341;100434781.929;203.81;20469470222.02;1;0.027841;0.886385;5.963503;8.840529
342;111732751.066;445.90;49821219645.68;1;0.027912;0.031354;5.667794;8.738056
343;105994162.845;1731.53;183531579649.02;5;0.027946;0.041655;6.112608;9.108814
344;446604.043;15672.14;6999241989.05;3;0.080537;0.761842;4.42515;9.336654
345;1896510.094;15684.58;29745973290.54;16;0.080537;1.264683;4.423386;9.334836
346;151088.256;15675.45;2368376153.54;2;0.080537;0.48667;4.424793;9.345521
347;709930.233;23198.09;16469024796.02;1;48.577816;1.99783;8.163736;11.684921
348;8439143.886;23713.56;200122157229.12;1;48.577816;1.99783;8.163736;11.684921
349;1482036.21;10951.00;16229773452.65;1;-3.48519;13.215111;18.090832;0.0
350;1049006.377;10145.55;10642746608.40;2;-20.099274;5.60496;0.0;0.0
351;552618.736;10479.61;5791230185.68;3;-12.904734;8.239836;-4.763439;-3.658035
352;2223054.315;10548.68;23450289676.66;2;-3.226348;13.938003;5.30379;0.0
353;1422561.054;10778.17;15332606590.44;2;-11.647712;7.040751;6.750771;1.210906
354;962708.662;10272.52;9889440972.28;1;-19.531038;5.942639;7.142505;0.0
355;14515.45;10394.66;150883122.11;2;0.105136;10.261471;-9.363082;-5.287448
356;6097372.499;16258.28;99132761461.26;2;0.770768;-1.669508;-29.508553;-7.186026
357;609.991;16251.85;9913492.04;1;0.770777;-1.66951;-29.508512;-7.185093
358;6499787.899;13388.03;87019346394.74;2;4.353967;27.199991;7.549073;3.500476
359;31347896.148;12275.89;384823264597.74;2;1.239794;11.062175;9.142437;9.347824
360;107166.373;441346.20;47297472143.48;3;4.080329;4.530951;36.125057;47.53108
361;62032315189.318;0.16;9971743901.42;1;-0.403445;-5.367617;-14.366779;-90.21046
362;2109824633.973;1.88;3964378165.34;3;-0.403445;-5.84723;-10.322344;-92.90849
363;12906454952.511;0.86;11042592016.02;3;-0.455874;-4.454965;-9.994614;-84.49927
364;776172085106.602;0.16;127746103624.41;2;-0.455874;-2.316872;-1.503692;-90.66363
365;165213506178.208;0.30;50348346281.76;2;-0.455874;-4.064978;-10.231476;-85.514305
366;13683470.489;9796.37;134048349598.11;2;-0.315367;-4.759371;0.0;0.0
367;4164636160550.59;0.02;67519336391.92;3;-0.315367;-3.700107;-4.584539;-88.65473
368;42543457.258;12731.29;541633206505.29;4;1.34E-4;12.359345;14.009628;13.631421
369;43898934.659;12673.52;556353864222.65;3;5.9E-5;12.815527;14.608357;14.546498
370;3331157.697;10032.10;33418519183.52;7;0.028843;-1.901774;-6.341295;-2.270778
371;5024298.149;10234.60;51421660640.89;1;0.028843;-0.489309;-5.230735;-1.829055
372;51752508.532;5170.87;267605422993.70;2;0.863658;6.842284;11.316763;8.824181
373;7124329.829;12053.53;85873340254.25;4;0.007657;56.545692;20.65391;0.0
374;9229687.322;10807.31;99748053651.68;2;1.5E-4;13.23651;15.395893;0.0
375;846761.38;10698.35;9058952163.64;2;0.010437;11.851365;12.627576;0.0
376;100000;10158.32;1015832192.35;1;0.010437;10.267472;0.0;0.0
377;5160942.1;10373.17;53535353102.79;3;10.085242;11.949449;0.0;0.0
378;12362.756;8430.37;104222662.40;1;0.350729;-3.35765;0.0;0.0
379;1236236.669;8417.48;10405996319.71;1;0.350729;-5.158741;0.0;0.0
380;15713871.456;12229.74;192176492925.32;76;9.781141;10.608975;12.368745;11.17257
381;3299873.451;14075.22;46446460265.30;22;11.198038;12.036527;13.818946;12.607375
382;4112051.611;12390.97;50950438635.45;1227;10.321819;11.153719;12.922131;11.720081
383;289001.555;12489.11;3609372966.56;22;10.648782;11.483141;13.25678;12.051177
384;21932.362;12610.51;276578225.62;2;11.198038;12.036527;13.818939;12.607368
385;1446524.87;12555.13;18161314466.74;39;10.867834;11.70384;13.480979;12.272997
386;65983.477;12456.28;821908677.64;25;10.539579;11.373117;13.145009;11.940594
387;1829626.479;14696.13;26888427046.84;592;9.781141;10.608975;12.368745;11.172152
388;18642763.303;12375.15;230707060025.75;12;9.388962;12.535577;13.899337;12.952916
389;9531569.567;12890.32;122865003016.95;167;8.849149;11.98028;13.337808;12.395802
390;31710576.322;12555.08;398127774929.31;196;8.102278;11.211983;12.559748;11.624427
391;881218.224;12481.56;10998975594.04;80;8.102278;11.211983;12.559748;11.624427
392;420837.626;12875.52;5418502719.60;12;9.497566;12.647296;14.012407;13.065048
393;1088870.354;19977.86;21753299066.91;340;8.102278;11.211983;12.559748;11.624427
394;800048.399;18118.94;14496025443.95;161;8.937331;9.974849;14.771329;13.432934
395;78448351.588;20185.25;1583499783020.93;190;8.661794;10.634624;14.427954;12.941429
396;53589112.07;12475.30;668540322526.41;150;8.406049;10.51251;11.95724;11.920815
397;352899.365;27863.51;9833016102.71;147;8.107947;9.684835;16.103405;14.302608
398;1565592.144;47269.41;74004624300.38;98;9.717259;10.225677;13.254995;11.795179
399;3167500.333;49979.94;158311475593.77;7;10.598283;11.084979;14.168195;12.69382
400;1168599.103;13075.92;15280504154.00;19;10.267075;10.760159;13.981047;12.449454
401;7998632.167;48993.83;391883610184.41;304;10.267075;10.755303;13.811281;12.347364
402;8313825.902;48950.28;406964093116.21;3;10.156892;10.640558;13.695549;12.252908
403;660276.366;47207.75;31170160240.89;2017;9.717259;10.198389;13.247183;11.783496
404;2699922.573;47768.89;128972294229.70;8;9.827003;10.311299;13.35984;11.923904
405;2519781.296;47172.90;118865391060.39;37;9.607624;10.103131;13.130894;11.696838
406;162261.888;47117.04;7645300474.38;4;9.170176;10.053085;14.163642;12.025486
407;257877.043;49133.16;12670314881.15;20;10.04682;10.926709;14.012217;12.434974
408;1782320.998;45492.10;81081527547.42;1303;9.170177;9.644915;12.694914;11.233752
409;13786371.336;51613.34;711559720920.27;86;11.041437;11.531518;14.614573;13.138145
410;2368746.224;49306.50;116794580895.29;8;10.377367;10.87692;13.942653;12.495441
411;1683540.212;12404.33;20883185657.76;164;9.388682;9.870904;12.940544;11.492102
412;363035.805;16803.60;6100309455.58;20;3.836416;16.977016;22.303946;13.565964
413;23923515.441;4319.25;103331679196.86;93;9.050283;9.434743;19.115946;15.843106
414;93486.079;30997.52;2897836269.78;103;-3.241338;4.598191;20.383598;-3.245188
415;1565089.187;2393.88;3746640617.69;176;-3.437601;64.76622;52.02269;30.0748
416;276259.245;11511.79;3180237838.40;13;13.868708;13.649512;13.642394;10.278294
417;13199916.436;12879.05;170002412084.61;8;0.089904;-12.569919;-20.555487;-31.889912
418;37711346.863;171.36;6462083187.15;3;2.370835;-96.34538;21339.16;-53.653107
419;949765.538;2767.18;2628169943.85;1;0.138275;-9.682272;2.840813;-10.682933
420;5130496.689;13111.93;67270699407.85;1;0.014614;-1.090499;-13.964054;-11.95053
421;1418698.287;11632.94;16503625742.17;1;0.014614;-1.090499;-14.470406;-12.229182
422;2015622.911;13173.70;26553214248.28;4;0.014614;-1.090499;-14.463094;-12.224977
423;119656.441;10620.28;1270784665.99;1;0.014614;-1.090499;-14.469739;-12.229092
424;2337056.249;12267.87;28670695584.02;1;0.014614;-1.090499;-13.422862;-11.76204
425;210381.024;19229.44;4045509091.09;1;6.339482;-37.613026;-31.743954;-16.177385
426;613016.474;16955.83;10394202118.77;1;6.339482;-37.613026;-31.743954;-16.177383
427;6983.53;23560.37;164534557.57;1;6.339482;-37.61302;-31.743954;-16.177383
428;59261.361;19657.76;1164945593.85;1;-5.879302;-21.84249;-22.177229;-13.603451
429;114907.656;19712.93;2265166005.39;1;-5.879302;-21.842487;-22.177229;-13.603451
430;44339.008;19657.76;871605560.70;1;-5.879301;-21.842487;-22.177229;-13.603451
431;131232.263;19634.66;2576700224.28;1;-5.879301;-21.842487;-22.177229;-13.603451
432;152571.998;16415.55;2504553264.40;1;-5.879302;-21.842487;-22.177229;-13.603451
433;917000;17533.30;16078032937.50;1;0.048;-1.712683;0.0;0.0
434;10369532322281.096;0.01;69826241165.65;2;0.048;-1.706312;191.93225;125.0747
435;550080701255.615;0.01;3704110792.09;1;0.048;-1.70632;191.93262;125.076706
436;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
437;17446096.179;17533.30;305887577964.19;1;0.048;-1.712683;0.0;0.0
438;131188.694;19750.49;2591040835.45;1;16.620539;18.783718;49.330975;24.732216
439;385435.795;19750.49;7612545421.80;1;16.620539;18.783718;49.330975;24.732216
440;186156.466;16559.29;3082618024.20;1;21.80578;24.632969;25.989109;25.500326
441;160003.751;15133.90;2421481293.16;1;21.80578;24.632969;25.989109;25.500326
442;14133908.95;16558.49;234036240042.59;1;21.80578;24.632969;25.989109;25.500326
443;397687.104;14683.30;5839359152.26;10;15.968892;13.780141;7.743402;8.632449
444;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
445;61210.249;9079.10;555734083.27;1;-10.170335;22.04002;-83.54186;-33.689804
446;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
447;1272134.383;9079.10;11549837552.55;1;-10.170335;22.04002;-83.54186;-33.689804
448;198592.182;8770.33;1741719305.69;5;0.024787;-16.691885;-32.677284;-29.005783
449;574555.152;8770.33;5039039256.57;18;0.024787;-16.691885;-32.677284;-29.005783
450;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
451;259603.109;11750.98;3050591060.60;1;17.571445;17.297455;18.366716;14.819051
452;5000;5125.21;25626028.93;1;17.571447;-57.153572;-48.679974;-35.977745
453;0;10000.00;0.00;0;0.0;0.0;12.059621;14.549455
454;250000;12169.65;3042413433.79;1;7.068127;-10.106892;11.424889;14.224577
455;247300;12246.97;3028674999.64;1;7.068127;-10.106892;11.424889;14.224577
456;82902.127;147400.14;12219784734.92;1;-2.950363;20.6304;8.746294;34.318344
457;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
458;53725.789;11240.50;603904766.07;1;-2.950364;20.6304;8.746294;0.0
459;597364.599;147400.14;88051623120.59;1;-2.950363;20.6304;8.746294;34.318344
460;9930776.272;10774.73;107001404622.74;3;38.08888;24.177198;30.932302;0.0
461;99402.559;10774.57;1071019395.87;1;38.08888;24.177198;30.928389;0.0
462;1000;10670.18;10670178.11;1;11.501885;12.226545;11.369895;0.0
463;360000;10670.18;3841264069.76;1;11.501909;12.226539;11.369892;0.0
464;2500;58220.88;145552211.61;1;0.0;-0.337312;0.0;0.0
465;506538.12;58215.92;29488581624.78;1;0.0;-0.337313;0.0;0.0
466;13665000;11104.95;151749184814.96;2;0.0;-29.851954;0.0;0.0
467;3548095.239;10604.78;37626775337.04;241;8.144778;11.101681;13.230417;0.0
468;18855953.263;10662.16;201045100862.92;13;9.231402;12.217932;14.367997;0.0
469;23290913.146;10604.78;246952441178.55;14538;8.144778;11.101681;13.230417;0.0
470;22855655.105;10676.55;244019471829.81;6;9.504755;12.498738;14.654168;0.0
471;65419151.456;10650.66;696756869549.50;216;9.013209;11.993791;14.139573;0.0
472;136175.634;4000062.38;544711032360.65;84;9.504755;12.498738;14.654168;13.461135
473;27997715.797;10633.43;297711749761.18;56;8.686736;11.658416;13.79779;0.0
474;16117655.947;10604.78;170924222269.51;1496;8.144778;11.101681;13.230417;0.0
475;39821953.632;10633.43;423443954526.10;60;8.686736;11.658416;13.79779;0.0
476;29916593.076;10621.96;317772897157.49;664;8.469628;11.435389;13.570501;0.0
477;231.48;10009.20;2316923.89;1;8.686506;0.0;0.0;0.0
478;39091.7;1420863.68;55543977003.29;485;9.806262;9.531081;14.045393;12.726945
479;1107950.752;2877.20;3187793059.94;92;5.383967;14.894806;21.824837;13.801941
480;27373495.065;3063.43;83856828566.74;170;8.851562;11.007467;13.019151;11.934629
481;18284930.799;12533.16;229167965769.67;7;9.725653;11.898823;13.926615;12.833409
482;851053.403;12480.09;10616911147.32;124;8.525571;10.675038;12.680714;11.59943
483;423785188.141;3078.27;1304524669730.12;80;9.069431;11.22964;13.245339;12.158652
484;1186746.387;10021.24;11892668013.07;1;9.61601;0.0;0.0;0.0
485;110274364.551;3134.55;345660508577.76;17;9.890323;12.066745;14.097572;13.002729
486;20.651;11556.96;238658.10;1;9.890478;12.066053;14.096959;13.002447
487;1257178.694;10044.06;12627173763.69;2;9.397052;0.0;0.0;0.0
488;3809152.005;3093.18;11782383559.80;52;9.287736;11.452257;13.471978;12.383123
489;21327845.931;12599.05;268710590136.92;8;9.069431;11.22964;13.245339;12.158652
490;4129195.552;10195.20;42097964433.45;116;12.808476;-9.20366;1.312616;-11.23705
491;3894267.173;23054.73;89781292095.00;2;-0.309569;-0.310851;-4.22692;-10.337408
492;1395588.897;14312.48;19974335687.74;216;10.095834;12.511333;13.672446;12.914752
493;4782092.884;12812.53;61269188082.53;484;8.96262;11.521428;14.629341;13.255044
494;579145.794;13240.37;7668105371.48;122;7.663529;13.782417;18.719673;13.885929
495;1189673.893;12335.73;14675498883.97;691;5.934511;20.137321;19.762033;15.914179
496;2164.39;12286.75;26593320.50;12;5.934495;20.13732;19.762033;15.914179
497;4580310.233;11427.52;52341575516.61;207;9.727214;10.540521;14.996435;0.0
498;1717552.158;14038.25;24111425636.91;2;-1.539978;1.335677;14.302781;7.807229
499;4131870.939;13968.66;57716716505.99;259;-1.539978;1.037437;13.947741;7.479422
500;7341057.853;15478.50;113628556981.60;5;21.93853;15.67348;-7.3272;0.122994
501;166821.492;10048.83;1676360666.46;15;-2.722436;-3.847973;-2.368858;-4.871467
502;927488.708;3030.33;2810598740.66;11;-1.04102;-0.723588;-54.677296;-35.099304
503;663719.557;10014.49;6646812250.92;3;0.0;-2.8373;-3.2882;-3.266
504;5124967.785;4514.62;23137288961.93;45;-3.066473;-10.248894;-8.265674;-30.26869
505;22763052.81;44153.65;1005071856269.59;3;15.98062;14.171772;-0.982406;3.006241
506;309038110766555.25;0.00;15178902050.61;7;-5.732926;-5.125653;-7.507228;19.804026
507;60142984.832;15672.56;942594323921.40;1;11.595622;8.040719;5.05295;4.074168
508;14745309.863;17501.87;258070439574.85;2;20.921165;17.234453;10.804041;5.413682
509;6541477.777;17391.80;113768047333.57;3;21.093328;17.753845;12.681715;6.599834
510;482214450.496;1431.38;690233435609.95;6;-0.280697;-0.448525;-7.747443;12.352446
511;47010392.836;15224.53;715711008923.06;2;9.448495;12.447521;9.699511;8.746889
512;10211789.961;7244.03;73974480209.25;12;-1.312941;-3.095063;4.031157;1.10334
513;14339975.456;7364.48;105606413094.16;5;-0.791736;-2.317236;4.952398;1.894349
514;390610547.922;149.83;58525299656.07;10;-3.071514;-89.76572;-43.886906;-38.179424
515;3268200.385;18207.18;59504713200.08;12;4.698989;40.195335;3.682443;20.11148
516;136694.134;18310.63;2502955142.26;4;4.523686;38.56248;3.627475;20.137686
517;3473503;7777.16;27013996347.37;3;-11.930215;727.1452;55.880695;63.63335
518;2590893;14102.73;36538673760.87;4;0.0;2492.619;79.894196;92.62341
519;4110364;12460.12;51215624982.56;9;-1.440052;2436.5688;80.61229;88.56397
520;2380000;11042.38;26280857708.38;10;0.0;21.132797;2.171249;0.0
521;41679;14213.81;592417345.83;1;0.0;2492.2544;79.83655;92.78204
522;255516.42;8869.39;2266275610.92;3;-13.732031;-30.504776;-15.562227;-9.98253
523;11806822.791;11343.78;133933989654.37;2;15.802911;15.439827;1.970569;7.210309
524;42394740.09;10838.62;459500353379.60;2;16.389456;9.745214;11.61305;0.0
525;1173459.078;6850.17;8038398412.01;28;-1.935277;6.2712;-15.29335;-22.657162
526;445965.052;6974.86;3110543440.52;2;-2.426412;5.754315;-15.761534;-20.26451
527;121840000;14138.24;1722602741055.95;1673;0.0;102.11416;59.77962;28.496462
528;2800000;50407.00;141139594899.30;6;9.89387;0.0;0.0;0.0
529;48816013.601;12726.06;621235337322.89;413;9.607358;11.542141;13.80026;12.760876
530;84655447.626;20644.24;1747647051430.22;5;9.391216;11.322111;13.574632;12.534946
531;535381.473;23777.49;12727320383.96;8487;9.391216;11.322226;13.574688;12.535064
532;16288474.285;19164.08;312153623318.43;7;8.907992;10.83038;13.072975;12.037868
533;13895920.031;20170.67;280290008525.61;2;10.042208;11.984562;14.250467;13.204603
534;22630151.513;16401.05;371158345326.15;126;9.933173;11.873608;14.149136;13.098122
535;6611149.299;14333.25;94759247955.37;2;8.535084;10.450908;12.68585;11.654279
536;12251618.414;13281.43;162718986314.14;1804;9.499181;11.433535;13.687301;12.647214
537;18614430.871;16645.95;309854826940.18;37;8.747862;10.667432;12.907446;11.873503
538;4594841.357;34587.71;158925023860.27;16;8.395324;10.446406;13.014757;11.945452
539;9675.299;44029.77;426001192.19;173;10.012829;12.09439;14.700977;13.61578
540;16624327.352;38155.94;634316775141.00;186;8.715019;10.785947;13.344746;12.279909
541;35328793.18;35146.32;1241546705689.80;33774;7.604233;9.618237;12.164175;11.107509
542;3481785.028;36975.77;128741695482.38;2;8.554937;10.608991;13.181526;12.11047
543;13141811.276;34869.30;458075502698.98;6484;8.501681;10.557122;13.12986;12.059243
544;18371233.139;41902.58;769802129980.58;575;9.576804;11.650328;14.248614;13.169595
545;33852439.361;12601.79;426601314369.30;3;9.036599;11.099742;13.683283;12.607679
546;8381856.345;35931.43;301172048411.71;451;8.608245;10.664404;13.248962;12.176092
547;2202638.327;33403.98;73576056825.26;67311;8.395324;10.446469;13.016564;11.947938
548;1878583.433;3911.50;7348073084.32;271;12.330942;-0.778961;18.79817;14.431792
549;65425.049;12605.50;823731629.82;190;-2.668769;-21.588003;-1.072896;-15.478889
550;88741.315;12622.94;1120176603.52;3;-2.429596;-22.39784;-0.936639;-15.345152
551;457588.229;16347.10;7478796156.94;1501;9.10885;11.393534;19.143698;13.059631
552;46535.828;16944.63;788532247.95;270;9.59344;11.888243;19.67273;13.561719
553;521.336;16676.02;8693813.35;5;9.377572;11.667836;19.437027;13.338021
554;11811189.825;12688.82;149870050330.58;9;9.574177;11.331649;12.764849;12.350086
555;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
556;211624992.025;19013.37;4023703347024.05;33386;9.246028;10.986437;12.432676;12.028625
557;557.765;10115.71;5642191.93;1;10.256555;12.003835;2.321172;1.153928
558;8176245.79;13133.50;107382727731.93;2;10.343686;12.113466;13.556703;13.139035
559;79797.306;10159.07;810666284.15;2;10.896175;12.675164;0.0;0.0
560;21999158.493;10929.23;240433808701.03;4;9.793489;11.554469;12.990523;-2.877749
561;6897168.98;14999.22;103452183442.43;2783;-2.939198;160.96135;69.91049;41.00654
562;3512480.585;14546.35;51093777354.81;2;-0.680816;167.04893;73.87732;44.30061
563;426011.424;13136.30;5596214467.05;2;0.016865;168.9198;0.0;0.0
564;686255.41;11808.98;8103977140.11;1;0.610195;0.410763;14.46286;-6.380944
565;6566990.392;28624.65;187977798619.85;4642;-0.689274;-0.897177;12.971159;-7.571069
566;452190.18;10141.25;4585772677.54;1;1.316919;1.106132;0.0;0.0
